財務省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Finance　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外貨準備等の状況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Reserves/Foreign Currency Liquidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位：百万ドル）　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（US$ millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ｉ．外貨準備及びその他外貨資産,,,,,,,,,,,,,,,,,,,,,,II．短期の外貨建債務等,,,,,,,,,,,,,,,,,,,,,III．短期の外貨建偶発債務等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV．メモ項目,,,,,,,,,,,,,,,,,,
,3月,,Mar,908958,887983,762305,,125678,5863,25773,,94042,94042,1512,2835,16281,24.6,347,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,-3530,,-509,-3021,-3530,,-509,-3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,-57787,,,59012,,,,,,,,,,908727,231
,4月,,Apr,915623,894277,768632,,125645,6700,25913,,93032,93012,1492,2849,16656,24.6,349,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,-3581,-520,-853,-2208,-3581,-520,-853,-2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,-60261,,,61527,,,,,,,,,,,
,5月,,May,911137,890119,765180,,124939,6079,25812,,93048,93038,1582,2870,16216,24.6,350,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,-3532,,-847,-2685,-3532,,-847,-2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,-59653,,,60931,,,,,,,,,,,
,6月,,Jun,913572,892761,768407,,124354,5982,25971,,92401,92401,1585,2875,16004,24.6,347,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,-4306,-849,-1299,-2159,-4306,-849,-1299,-2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,-60067,,,61341,,,,,,,,,,,
,7月,,Jul,923718,902538,778582,,123956,5967,25365,,92624,92624,1571,2886,16373,24.6,350,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,-4168,,-1309,-2860,-4168,,-1309,-2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,-62417,,,63744,,,,,,,,,,,
,8月,,Aug,932157,910867,785602,,125265,6411,25458,,93396,93384,1490,2917,16533,24.6,350,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,-4149,-1304,-70,-2774,-4149,-1304,-70,-2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,-65486,,,66846,,,,,,,,,,,
,9月,,Sep,945601,922538,797037,,125501,6156,25328,,94017,94017,1466,2962,18279,24.6,356,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,-2955,,-805,-2150,-2955,,-805,-2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,-67516,,,68937,,,,,,,,,,,
,10月,,Oct,954484,930259,804839,,125420,6151,24237,,95032,95002,1448,2991,19423,24.6,363,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,-2993,-77,-741,-2175,-2993,-77,-741,-2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,-69596,,,71087,,,,,,,,,,,
,11月,,Nov,970185,946089,820862,,125227,5928,24417,,94882,94866,1404,3053,19276,24.6,363,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,-2942,-748,,-2193,-2942,-748,,-2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,-75586,,,77180,,,,,,,,,,,
,12月,,Dec,973365,947987,823532,,124455,6988,25137,,92330,92298,1395,3034,20580,24.6,369,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,-2188,,-141,-2047,-2188,,-141,-2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,-75574,,,77171,,,,,,,,,,,
平成20年,1月,2008,Jan,996044,968482,844478,,124004,6184,25932,,91888,91869,1409,3063,22714,24.6,376,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,-2224,,-148,-2076,-2224,,-148,-2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,-79838,,,81523,,,,,,,,,,,
,2月,,Feb,1007981,979196,856769,,122427,6113,25766,,90548,90548,1390,3115,23901,24.6,379,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,-2719,-154,-500,-2065,-2719,-154,-500,-2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,-80989,,,82624,,,,,,,,,,,
,3月,,Mar,1015587,987665,866960,,120705,6406,26019,,88280,88257,1398,3180,22966,24.6,378,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,-3001,,-1385,-1616,-3001,,-1385,-1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,-82101,,,83808,,,,,,,,,,1015333,254
,4月,,Apr,1003836,977513,858761,,118752,6026,26282,,86444,86444,1380,3140,21428,24.6,375,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,-2971,-500,-1657,-814,-2971,-500,-1657,-814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815,-83207,,,85022,,,,,,,,,,,
,5月,,May,996975,970006,853511,,116495,6103,24983,,85409,85409,1658,3151,21792,24.6,368,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,-3160,-872,-778,-1510,-3160,-872,-778,-1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,-80180,,,82117,,,,,,,,,,,
,6月,,Jun,1001549,973451,859245,,114206,5974,23565,,84667,84667,1671,3176,22887,24.6,364,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,-2308,-787,,-1521,-2308,-787,,-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778,-84062,,,85840,,,,,,,,,,,
,7月,,Jul,1004658,976947,865267,,111680,6040,22857,,82783,82783,1605,3151,22585,24.6,370,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,-1512,,,-1512,-1512,,,-1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593,-77408,,,79001,,,,,,,,,,,
,8月,,Aug,996741,971253,862287,,108966,5970,21593,,81403,81403,1554,3072,20494,24.6,368,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,-1465,,,-1465,-1465,,,-1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701,-82457,,,84158,,,,,,,,,,,
,9月,,Sep,995890,969236,864223,,105013,6210,22553,,76250,76223,1484,3047,21761,24.6,362,,,362,29622,,,,,,,,-29700,-29700,,,-29700,-29700,,,,,,,,,,,,-1436,,,-1436,-1436,,,-1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,-94620,,,96668,,,,,,,,,,,
,10月,,Oct,977723,955068,853022,,102046,6512,21674,,73860,73824,1418,2913,17979,24.6,345,,,345,70168,,,,,,,,-70448,-50249,-20199,,-70448,-50249,-20199,,,,,,,,,,,-1453,,,-1453,-1453,,,-1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,-93179,,,95143,,,,,,,,,,,
,11月,,Nov,1002861,976907,878779,,98128,6498,21481,,70149,70149,2631,2942,20038,24.6,343,,,343,96990,,,,,,,,-97390,-32789,-64601,,-97390,-32789,-64601,,,,,,,,,,,-3046,,-381,-2665,-3046,,-381,-2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,-95788,,,97726,,,,,,,,,,,
,12月,,Dec,1030647,1003300,908015,,95285,7128,21506,,66651,66608,2659,3033,21281,24.6,374,,,374,122716,,,,,,,,-123206,-92522,-30684,,-123206,-92522,-30684,,,,,,,,,,,-3277,,-737,-2540,-3277,,-737,-2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,-96030,,,98051,,,,,,,,,,,
平成21年,1月,2009,Jan,1010958,982457,890773,,91684,6367,21157,,64160,64160,2575,2938,22622,24.6,366,,,366,84582,,,,,,,,-84802,-46588,-38214,,-84802,-46588,-38214,,,,,,,,,,,-3215,-384,-291,-2540,-3215,-384,-291,-2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,-94063,,,96051,,,,,,,,,,,
,2月,,Feb,1009354,980145,892340,,87805,6354,21068,,60383,60383,2533,2897,23422,24.6,357,,,357,70994,,,,,,,,-71168,-29392,-41776,,-71168,-29392,-41776,,,,,,,,,,,-2828,-288,-700,-1840,-2828,-288,-700,-1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,-89529,,,91476,,,,,,,,,,,
,3月,,Mar,1018549,989730,905526,,84204,7428,20897,,55879,55879,2954,2951,22548,24.6,366,,,366,66225,5200,,,,,,,-61170,-39006,-22164,,-61170,-39006,-22164,,,,,,,,,,,-2540,,-700,-1840,-2540,,-700,-1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,-84087,,,85812,,,,,,,,,,1018307,242
,4月,,Apr,1011473,983225,902495,,80730,6822,20690,,53218,53218,3184,2957,21730,24.6,377,,,377,47510,7700,,,,,,,-39904,-29050,-10854,,-39904,-29050,-10854,,,,,,,,,,,-3140,-700,,-2440,-3140,-700,,-2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,-77029,,,78669,,,,,,,,,,,
,5月,,May,1024012,992457,915331,,77126,6378,20283,,50465,50465,4112,3062,23999,24.6,382,,,382,32706,7700,,,,,,,-25060,-11450,-13610,,-25060,-11450,-13610,,,,,,,,,,,-3190,,,-3190,-3190,,,-3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,-70600,,,72099,,,,,,,,,,,
,6月,,Jun,1019175,988498,914522,,73976,6680,19724,,47572,47572,4332,2971,22991,24.6,383,,,383,28164,10200,,,,,,,-17965,-12076,-5889,,-17965,-12076,-5889,,,,,,,,,,,-3190,,,-3190,-3190,,,-3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,-73374,,,74957,,,,,,,,,,,
,7月,,Jul,1022657,991932,921286,,70646,6893,19063,,44690,44690,4262,2973,23101,24.6,389,,,389,21670,11500,1999,,,,,,-8132,-7660,-472,,-8132,-7660,-472,,,,,,,,,,,-3190,,-80,-3110,-3190,,-80,-3110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,-74289,,,75881,,,,,,,,,,,
,8月,,Aug,1042340,995685,928704,,66981,6618,18073,,42290,42290,4300,18458,23508,24.6,389,,,389,16859,12000,2662,,,,,,-2124,-1783,-341,,-2124,-1783,-341,,,,,,,,,,,-3190,,-1680,-1510,-3190,,-1680,-1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,-83455,,,85279,,,,,,,,,,,
,9月,,Sep,1052598,1002242,938637,,63605,6704,17021,,39880,39880,4359,21101,24498,24.6,398,,,398,17760,13500,2693,,,,,,-1533,-1242,-291,,-1533,-1242,-291,,,,,,,,,,,-4469,-80,-1760,-2629,-4469,-80,-1760,-2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463,-104049,,,106512,,,,,,,,,,,
,10月,,Oct,1056769,1005235,946107,,59128,6511,15778,,36839,36839,4374,21174,25586,24.6,400,,,400,17165,13500,2703,,,,,,-937,-631,-306,,-937,-631,-306,,,,,,,,,,,-4391,-1600,-160,-2631,-4391,-1600,-160,-2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042,-118112,,,121154,,,,,,,,,,,
,11月,,Nov,1073712,1018414,962886,,55528,6468,14769,,34291,34291,4430,21536,28926,24.6,406,,,406,16691,13500,2737,,,,,,-416,-416,,,-416,-416,,,,,,,,,,,,-2801,-160,,-2641,-2801,-160,,-2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603,-109745,,,112348,,,,,,,,,,,
,12月,,Dec,1049397,996552,945058,,51494,6570,13849,,31075,30912,4313,20968,27161,24.6,403,,,403,16742,13500,2665,,,,,,-545,-545,,,-545,-545,,,,,,,,,,,,-2620,,,-2620,-2620,,,-2620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463,-100996,,,103459,,,,,,,,,,,
平成22年,1月,2010,Jan,1053070,1001068,953723,,47345,6678,12365,,28302,28302,4276,20787,26533,24.6,406,,,406,16276,13500,2642,,,,,,-100,-100,,,-100,-100,,,,,,,,,,,,-2606,,-600,-2006,-2606,,-600,-2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,-101847,,,104373,,,,,,,,,,,
,2月,,Feb,1051079,998715,955919,,42796,6443,11089,,25264,25264,4187,20503,27266,24.6,408,,,408,17903,13500,4359,,,,,,,,,,,,,,,,,,,,,,,-2600,,-1350,-1250,-2600,,-1350,-1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,-101554,,,104059,,,,,,,,,,,
,3月,,Mar,1042715,990513,952812,,37701,6706,9838,,21157,21157,4034,20311,27444,24.6,413,,,413,19938,15600,4319,,,,,,,,,,,,,,,,,,,,,,,-3768,-600,-750,-2418,-3768,-600,-750,-2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,-100902,,,103442,,,,,,,,,,1042445,270
,4月,,Apr,1046873,993237,960224,,33013,6583,8858,,17572,17572,3986,20216,29012,24.6,422,,,422,19918,15600,4300,,,,,,,,,,,,,,,,,,,,,,,-3162,-750,,-2412,-3162,-750,,-2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434,-90851,,,93285,,,,,,,,,,,
,5月,,May,1041318,987635,960016,,27619,6367,7268,,13984,13984,3829,19729,29708,24.6,417,,,417,20997,15600,5159,,,,,,-211,,-211,,-211,,-211,,,,,,,,,,,-3380,,,-3380,-3380,,,-3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,-94619,,,96971,,,,,,,,,,,
,6月,,Jun,1050235,995675,972040,,23635,6567,6077,,10991,10991,3743,19791,30605,24.6,421,,,421,21017,15600,5176,,,,,,-214,,-214,,-214,,-214,,,,,,,,,,,-5880,,-1210,-4670,-5880,,-1210,-4670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,-91875,,,94136,,,,,,,,,,,
,7月,,Jul,1063513,1009761,987801,,21960,6529,5763,,9668,9668,4241,20321,28761,24.6,429,,,429,21956,15600,6109,,,,,,-215,-211,-4,,-215,-211,-4,,,,,,,,,,,-5904,,-1234,-4670,-5904,,-1234,-4670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,-84341,,,86469,,,,,,,,,,,
,8月,,Aug,1070145,1014685,993822,,20863,6544,5708,,8611,8611,4172,20198,30655,24.6,435,,,435,21714,15600,6068,,,,,,-4,-3,-1,,-4,-3,-1,,,,,,,,,,,-6847,-1226,,-5621,-6847,-1226,,-5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248,-86434,,,88682,,,,,,,,,,,
,9月,,Sep,1109591,1051474,1031682,,19792,6799,9561,,3432,3432,4686,20831,32156,24.6,444,,,444,23303,15600,7681,,,,,,-1,-1,,,-1,-1,,,,,,,,,,,,-5693,,,-5693,-5693,,,-5693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,-95656,,,98113,,,,,,,,,,,
,10月,,Oct,1118121,1058896,1041171,,17725,6853,8405,,2467,2467,4607,21040,33133,24.6,445,,,445,21883,14100,7760,,,,,,,,,,,,,,,,,,,,,,,-5714,,,-5714,-5714,,,-5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710,-104137,,,106847,,,,,,,,,,,
,11月,,Nov,1101031,1041690,1026365,,15325,6518,6472,,2335,2335,4429,20435,34037,24.6,440,,,440,21663,14100,7530,,,,,,,,,,,,,,,,,,,,,,,-6394,,,-6394,-6394,,,-6394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2765,-107856,,,110621,,,,,,,,,,,
,12月,,Dec,1096185,1035817,1021985,,13832,6194,6052,,1586,1344,4608,20626,34695,24.6,439,,,439,22628,14100,8500,,,,,,,,,,,,,,,,,,,,,,,-6424,,-1170,-5254,-6424,,-1170,-5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707,-107754,,,110461,,,,,,,,,,,
平成23年,1月,2011,Jan,1092980,1034301,1020591,,13710,7518,4302,,1890,1890,4675,20919,32647,24.6,438,,,438,28176,18000,10145,,,,,,1000,,1000,,,,,,1000,,1000,,,,,,,-6447,,-1170,-5277,-6447,,-1170,-5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,-98618,,,101118,-6,,,-6,,,,,,,
,2月,,Feb,1091485,1030543,1018354,,12189,6538,3825,,1826,1826,4708,21080,34714,24.6,440,,,440,28322,18000,10282,,,,,,3000,,3000,,,,,,3000,,3000,,,,,,,-6455,-1170,-1000,-4285,-6455,-1170,-1000,-4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629,-106426,,,109055,-27,,,-27,,,,,,,
,3月,,Mar,1116025,1041409,1027573,,13836,7733,4449,,1654,1654,17521,21247,35403,24.6,445,,,445,18019,18000,,,,,,,2009,9,2000,,-991,-991,,,3000,1000,2000,,,,,,,-6292,,-3500,-2792,-6292,,-3500,-2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,-102734,,,105245,2,,,2,,,,,,1115731,294
,4月,,Apr,1135549,1057678,1044784,,12894,6581,4475,,1838,1838,18857,20784,37777,24.6,453,,,453,18026,18000,,,,,,,3500,2000,1500,,,,,,3500,2000,1500,,,,,,,-6327,-1000,-2500,-2827,-6327,-1000,-2500,-2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682,-107563,,,110245,-76,,,-76,,,,,,,
,5月,,May,1139524,1062256,1049259,,12997,6544,4669,,1784,1784,18465,20546,37801,24.6,456,,,456,18038,18000,,,,,,,3500,,3500,,,,,,3500,,3500,,,,,,,-5293,-2500,-1079,-1713,-5293,-2500,-1079,-1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866,-116600,,,119466,-20,,,-20,,,,,,,
,6月,,June,1137809,1061455,1048622,,12833,7047,4119,,1667,1667,18317,20542,37039,24.6,456,,,456,18039,18000,,,,,,,5000,1500,3500,,,,,,5000,1500,3500,,,,,,,-2798,,-1088,-1710,-2798,,-1088,-1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,-103093,,,105622,-62,,,-62,,,,,,,
,7月,,July,1150877,1071531,1059532,,11999,6506,4080,,1413,1413,18296,20523,40065,24.6,462,,,462,18030,18000,,,,,,,6500,2000,3500,1000,,,,,6500,2000,3500,1000,,,,,,-5025,-1079,,-3947,-5025,-1079,,-3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634,-106742,,,109376,-267,,,-267,,,,,,,
,8月,,Aug,1218501,1135186,1106948,,28238,10978,11189,,6071,6071,17548,20682,44617,24.6,468,,,468,18040,18000,,,,,,,14000,1500,5000,7500,,,,,14000,1500,5000,7500,,,,,,-3952,,-750,-3202,-3952,,-750,-3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,-106396,,,108832,-217,,,-217,,,,,,,
,9月,,Sep,1200593,1122922,1103731,,19191,5526,8768,,4897,4897,17293,20068,39856,24.6,454,,,454,18018,18000,,,,,,,17000,2000,6500,8500,,,,,17000,2000,6500,8500,,,,,,-3977,,-750,-3227,-3977,,-750,-3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434,-101959,,,104393,-32,,,-32,,,,,,,
,10月,,Oct,1209882,1129114,1115845,,13269,2908,7710,,2651,2651,17556,20380,42366,24.6,466,,,466,15902,15881,,,,,,,18000,3000,6500,8500,,,,,18000,3000,6500,8500,,,,,,-3969,-750,,-3219,-3969,-750,,-3219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320,-99876,,,102196,298,,,298,,,,,,,
,11月,,Nov,1304763,1224805,1179497,,45308,11564,23645,,10099,10099,16586,19955,42955,24.6,462,,,462,16214,16081,,,,,,,31899,4499,13400,14000,-101,-1,-100,,32000,4500,13500,14000,,,,,,-7228,,,-7228,-7228,,,-7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043,-88630,,,90673,165,,,165,,,,,,,
,12月,,Dec,1295841,1220785,1181027,,39758,10360,21219,,8179,8179,17181,19745,37666,24.6,464,,,464,30386,16358,,,,,,,23500,-1137,11637,13000,-14000,-9137,-4863,,37500,8000,16500,13000,,,,,,-7235,,-985,-6250,-7235,,-985,-6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297,-103860,,,106157,-175,,,-175,,,,,,,
平成24年,1月,2012,Jan,1306668,1225982,1198056,,27926,2342,18525,,7059,7059,17360,19948,42906,24.6,472,,,472,35846,16358,,,,,,,21021,6357,-336,15000,-19479,-2143,-17336,,40500,8500,17000,15000,,,,,,-7230,,-980,-6250,-7230,,-980,-6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,-94292,,,96376,-466,,,-466,,,,,,,
