財務省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Finance　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外貨準備等の状況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Reserves/Foreign Currency Liquidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位：百万ドル）　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（US$ millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ｉ．外貨準備及びその他外貨資産,,,,,,,,,,,,,,,,,,,,,,II．短期の外貨建債務等,,,,,,,,,,,,,,,,,,,,,III．短期の外貨建偶発債務等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV．メモ項目,,,,,,,,,,,,,,,,,,
,11月,,Nov,403880,388567,324317,,64250,5549,36528,,22173,22173,6119,2416,6778,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3111,,,-3111,-3111,,,-3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12月,,Dec,401959,387727,322905,,64822,5565,36209,,23048,23048,5051,2378,6803,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3273,,,-3273,-3273,,,-3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成14年,1月,2002,Jan,400877,386681,320589,,66092,5537,36208,,24347,24347,4992,2258,6946,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3640,,,-3640,-3640,,,-3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2月,,Feb,403486,387770,324088,,63682,5565,34815,,23302,23302,6120,2293,7303,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3652,,-1200,-2452,-3652,,-1200,-2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3月,,Mar,401518,385675,327576,,58099,5814,31505,,20780,20780,6125,2303,7415,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3824,,-1289,-2535,-3824,,-1289,-2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401401,117
,4月,,Apr,406700,391112,330477,,60635,5887,32406,,22342,22342,5681,2325,7582,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3876,-1200,-93,-2583,-3876,-1200,-93,-2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5月,,May,419652,403332,337366,,65966,8939,33141,,23886,23886,5910,2375,8035,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2986,-95,-835,-2056,-2986,-95,-835,-2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6月,,Jun,446198,428850,363384,,65466,8710,32496,,24260,24260,7073,2439,7836,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3381,-101,-1165,-2115,-3381,-101,-1165,-2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7月,,Jul,453091,436180,369664,,66516,8726,33120,,24670,24670,7034,2382,7495,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4393,-858,-511,-3024,-4393,-858,-511,-3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8月,,Aug,456069,438988,371760,,67228,8825,33225,,25178,25178,6946,2439,7696,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3645,-293,-724,-2628,-3645,-293,-724,-2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9月,,Sep,460725,443096,375762,,67334,8696,33605,,25033,25033,7235,2430,7964,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3663,-220,-692,-2751,-3663,-220,-692,-2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10月,,Oct,460975,443582,375803,,67779,5974,34754,,27051,27051,7169,2428,7796,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3842,-500,-648,-2694,-3842,-500,-648,-2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11月,,Nov,460472,443062,378694,,64368,5849,33128,,25391,25391,7085,2475,7850,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3542,-193,-458,-2891,-3542,-193,-458,-2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12月,,Dec,469728,451458,387743,,63715,4622,33348,,25745,25745,7203,2525,8542,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3784,-483,-180,-3121,-3784,-483,-180,-3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成15年,1月,2003,Jan,478593,459838,392291,,67547,6081,34761,,26705,26705,7191,2522,9042,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3350,,-185,-3165,-3350,,-185,-3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2月,,Feb,485265,467074,398602,,68472,6433,35061,,26978,26978,7101,2542,8548,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3349,-188,-250,-2911,-3349,-188,-250,-2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3月,,Mar,496181,477778,409548,,68230,6553,34544,,27133,27133,7623,2542,8238,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4884,,-567,-4317,-4884,,-567,-4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496033,148
,4月,,Apr,499442,480991,409298,,71693,7834,35342,,28517,28517,7674,2492,8285,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4925,-250,-1559,-3116,-4925,-250,-1559,-3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,-2662,,,2741,,,,,,,,,,,
,5月,,May,543088,523791,441832,,81959,7503,40327,,34129,34129,7813,2593,8891,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4803,-327,-1396,-3080,-4803,-327,-1396,-3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,-4122,,,4247,,,,,,,,,,,
,6月,,Jun,545618,526573,443630,,82943,7348,40818,,34777,34777,7985,2547,8513,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5220,-1265,-444,-3511,-5220,-1265,-444,-3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,-3279,,,3374,,,,,,,,,,,
,7月,,Jul,556836,537658,442151,,95507,6905,47398,,41204,41204,7923,2528,8727,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4668,-109,-741,-3818,-4668,-109,-741,-3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,-4762,,,4932,,,,,,,,,,,
,8月,,Aug,555088,535507,443400,,92107,5895,46094,,40118,40118,7839,2501,9241,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4631,-321,-609,-3701,-4631,-321,-609,-3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,-4954,,,5099,,,,,,,,,,,
,9月,,Sep,604873,584119,467159,,116960,9896,56519,,50545,50545,8577,2631,9546,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5139,-418,-557,-4163,-5139,-418,-557,-4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,-5308,,,5429,,,,,,,,,,,
,10月,,Oct,626269,605683,483889,,121794,5993,60609,,55192,55192,8450,2633,9503,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5555,-200,-355,-5000,-5555,-200,-355,-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,-6935,,,7093,,,,,,,,,,,
,11月,,Nov,644569,623784,505186,,118598,6162,57143,,55293,55293,8306,2679,9800,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5692,-367,,-5324,-5692,-367,,-5324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,-7553,,,7718,,,,,,,,,,,
,12月,,Dec,673529,652790,525967,,126823,6826,57863,,62134,62134,7733,2765,10241,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5682,,-1808,-3874,-5682,,-1808,-3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,-6065,,,6252,,,,,,,,,,,
平成16年,1月,2004,Jan,741246,720945,556401,,164544,6243,67818,,90483,90483,7709,2757,9835,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6237,,-1806,-4431,-6237,,-1806,-4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,-8708,,,8846,,,,,,,,,,,
,2月,,Feb,776857,756593,584195,,172398,8301,68489,,95608,95608,7739,2787,9738,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6984,-1811,,-5173,-6984,-1811,,-5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,-8608,,,8781,,,,,,,,,,,
,3月,,Mar,826577,806019,625782,,180237,6652,71174,,102411,102411,7404,2729,10425,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5300,,-800,-4500,-5300,,-800,-4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,-8003,,,8167,,,,,,,,,,826420,157
,4月,,Apr,814969,795474,623744,,171730,6587,67980,,97163,97163,7261,2676,9558,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6036,,-1550,-4486,-6036,,-1550,-4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,-6480,,,6761,,,,,,,,,,,
,5月,,May,816848,797149,637811,,159338,7680,60611,,91047,91047,7346,2678,9675,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6390,-800,-869,-4721,-6390,-800,-869,-4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,-11572,,,11844,,,,,,,,,,,
,6月,,Jun,817951,798613,658107,,140506,6308,51690,,82508,82508,6928,2673,9737,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6702,-750,-870,-5082,-6702,-750,-870,-5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,-13214,,,13503,,,,,,,,,,,
,7月,,Jul,819203,800059,661824,,138235,6289,50307,,81639,81639,6888,2627,9629,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6940,-150,-1450,-5340,-6940,-150,-1450,-5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,-13596,,,13893,,,,,,,,,,,
,8月,,Aug,827954,808372,686685,,121687,6368,45948,,69371,69371,6896,2667,10019,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6742,-750,-1154,-4838,-6742,-750,-1154,-4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,-12834,,,13326,,,,,,,,,,,
,9月,,Sep,830992,811165,688612,,122553,6359,45748,,70446,70446,6919,2682,10226,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6875,-957,-500,-5417,-6875,-957,-500,-5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,-12999,,,13286,,,,,,,,,,,
,10月,,Oct,837878,817670,696422,,121248,6502,45340,,69406,69406,7034,2704,10470,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5966,-200,-1587,-4179,-5966,-200,-1587,-4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,-12492,,,12769,,,,,,,,,,,
,11月,,Nov,840087,819141,696275,,122866,6420,46513,,69933,69933,6982,2809,11155,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5845,-300,-1338,-4207,-5845,-300,-1338,-4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,-12392,,,12838,,,,,,,,,,,
,12月,,Dec,844543,824264,699398,,124866,7005,46473,,71388,71388,6701,2802,10776,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5548,-582,-926,-4040,-5548,-582,-926,-4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,-12481,,,12814,,,,,,,,,,,
平成17年,1月,2005,Jan,840966,821203,696978,,124225,3630,45206,,75389,75389,6631,2746,10386,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4929,-745,-960,-3225,-4929,-745,-960,-3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,-13406,,,13764,,,,,,,,,,,
,2月,,Feb,840564,820481,696633,,123848,3619,43155,,77074,77074,6562,2808,10713,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4626,-164,-1100,-3363,-4626,-164,-1100,-3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,-12255,,,12652,,,,,,,,,,,
,3月,,Mar,837718,818555,696133,,122422,3563,41954,,76905,76905,5913,2732,10518,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4897,-800,-1425,-2672,-4897,-800,-1425,-2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,-12122,,,12474,,,,,,,,,,837718,
,4月,,Apr,843601,824207,702307,,121900,5180,40073,,76647,76647,5937,2738,10719,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4346,-300,-2059,-1987,-4346,-300,-2059,-1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,-14427,,,14779,,,,,,,,,,,
,5月,,May,842468,823864,700685,,123179,6674,42659,,73846,73846,5721,2687,10196,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4022,-1120,-926,-1976,-4022,-1120,-926,-1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,-17910,,,18317,,,,,,,,,,,
,6月,,Jun,843537,824967,703650,,121317,7195,41519,,72603,72603,5193,2623,10754,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3192,-922,,-2271,-3192,-922,,-2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,-21928,,,22415,,,,,,,,,,,
,7月,,Jul,839378,821675,700132,,121543,7653,41842,,72048,72048,4534,2615,10554,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2270,,-854,-1416,-2270,,-854,-1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,-22287,,,22821,,,,,,,,,,,
,8月,,Aug,847766,829881,707373,,122508,7918,40349,,74241,74241,4559,2667,10659,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2276,,-856,-1420,-2276,,-856,-1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,-26629,,,27181,,,,,,,,,,,
,9月,,Sep,843563,824855,703348,,121507,7485,41319,,72703,72703,4441,2624,11643,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2570,-853,,-1717,-2570,-853,,-1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,-24809,,,25452,,,,,,,,,,,
,10月,,Oct,841792,823176,700393,,122783,8541,40871,,73371,73371,4430,2605,11581,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2483,,,-2483,-2483,,,-2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,-24458,,,25016,,,,,,,,,,,
,11月,,Nov,843268,824269,702081,,122188,7995,39999,,74194,74194,4205,2600,12194,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2973,,-414,-2559,-2973,,-414,-2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,-22765,,,23276,,,,,,,,,,,
,12月,,Dec,846897,828813,706262,,122551,7866,39415,,75270,75270,2878,2585,12621,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4233,,-864,-3369,-4233,,-864,-3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,-27131,,,27776,,,,,,,,,,,
平成18年,1月,2006,Jan,851666,832846,710551,,122295,7531,40692,,74072,74072,2214,2613,13993,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4255,-417,-700,-3138,-4255,-417,-700,-3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,-28647,,,29304,,,,,,,,,,,
,2月,,Feb,850058,831584,710183,,121401,8173,36857,,76371,76371,2198,2597,13679,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5081,-450,-250,-4381,-5081,-450,-250,-4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,-34665,,,35424,,,,,,,,,,,
,3月,,Mar,852030,832648,710210,,122438,7721,32053,,82664,82664,2140,2608,14318,24.6,316,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,-4239,-250,-300,-3689,-4239,-250,-300,-3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,-31277,,,31979,,,,,,,,,,851822,208
,4月,,Apr,860242,839230,717457,,121773,7605,27631,,86537,86537,2185,2663,15844,24.6,320,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,-4063,,-300,-3763,-4063,,-300,-3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,-35660,,,36449,,,,,,,,,,,
,5月,,May,864112,842802,719445,,123357,7962,23637,,91758,91758,2195,2730,16066,24.6,319,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,-4585,-300,,-4285,-4585,-300,,-4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,-42746,,,43699,,,,,,,,,,,
,6月,,Jun,864878,844028,722148,,121880,7839,25143,,88898,88898,2735,2703,15094,24.6,318,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,-4271,,-320,-3952,-4271,,-320,-3952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,-48964,,,50009,,,,,,,,,,,
,7月,,Jul,871938,850600,727440,,123160,7949,25803,,89408,89408,2744,2711,15561,24.6,322,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,-5108,,-1091,-4017,-5108,,-1091,-4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,-48031,,,49034,,,,,,,,,,,
,8月,,Aug,878748,857862,735459,,122403,7526,25880,,88997,88993,2469,2751,15340,24.6,326,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,-5133,-320,-1272,-3540,-5133,-320,-1272,-3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,-52752,,,53837,,,,,,,,,,,
,9月,,Sep,881273,861107,737906,,123201,7487,25858,,89856,89856,2365,2728,14743,24.6,330,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,-6034,-770,-1781,-3484,-6034,-770,-1781,-3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,-59823,,,61101,,,,,,,,,,,
,10月,,Oct,885554,865581,740946,,124635,7793,26213,,90629,90616,2050,2735,14854,24.6,334,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,-5299,-500,-1286,-3513,-5299,-500,-1286,-3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,-59008,,,60230,,,,,,,,,,,
,11月,,Nov,896949,875945,750989,,124956,6863,26434,,91659,91655,1937,2818,15911,24.6,338,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,-4967,-1295,-966,-2706,-4967,-1295,-966,-2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,-59211,,,60449,,,,,,,,,,,
,12月,,Dec,895320,874596,749291,,125305,6533,26027,,92745,92745,1933,2812,15639,24.6,340,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,-4337,,-964,-3374,-4337,,-964,-3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,-59026,,,60321,,,,,,,,,,,
平成19年,1月,2007,Jan,895383,874532,749006,,125526,6032,25832,,93662,93658,1738,2769,16004,24.6,340,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,-4306,-963,,-3343,-4306,-963,,-3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259,-58177,,,59436,,,,,,,,,,,
,2月,,Feb,905048,884033,758231,,125802,6109,25856,,93837,93828,1506,2824,16341,24.6,344,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,-3379,,-504,-2874,-3379,,-504,-2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,-56832,,,58063,,,,,,,,,,,
